Subject,Predicate,Object,ObjectLabel
2004.19.68.2,尺寸,overall: 5.3 cm x 114.8 cm x 66.2 cm,measurement
2005.5.52,尺寸,overall: 74.3 cm x 37.3 cm,measurement
2010.16.1.5,捐赠来源,Purchased by Museums and Collections Services,donor
2005.5.379.1,对象类型,sleeve band,type
2004.19.38.17,对象类型,album leaf,type
2005.5.337.1,文化,Chinese,culture
2005.5.27,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.69.2,描述,(Bat facing left),description
2004.19.11.11,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.540,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.562.1,对象类型,rank badge,type
2005.5.440.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.578.2,尺寸,overall: 28.6 cm x 29.7 cm,measurement
2005.5.97,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.85.3.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.1.1,制作地点,China: Beijing,place
2005.5.480,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.16.1.3,文化,Chinese,culture
2005.5.281,尺寸,overall: 65.5 cm x 290.5 cm,measurement
2004.19.68.1.16,对象类型,print,type
2004.19.1.1.10,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2005.5.39,文化,Chinese,culture
2005.5.567,时期,Qing 19th-20th centuries,period
2005.5.564.2,时期,Qing 19th-20th centuries,period
2005.5.564.1.2,尺寸,overall: 27.7 cm x 14.7 cm,measurement
2005.5.331,材质,red silk damask with silk satin panels embroidered with silk and metal-wrapped threads,material
2005.5.593.2,尺寸,overall: 28 cm x 30 cm,measurement
2004.19.49,描述,"A large painting on silk depicting the Nian Rebellion in a landscape with cliffs, mountains, and trees. A strategic perspective, which oversees all of the action from above, allows the viewer to see the swirling government armies in their pursuit of the rebellious Nian. There are small groups of buildings throughout the top third of the painting. Cavalry and infantry are in active combat, with many casualties seen spread around the battlefield. Notable figures have small name plates positioned above their heads to identify them to the viewer. This painting is part of a larger series of approximately 70 paintings commissioned by the Guangxu Emperor in 1885, approved by Empress Dowager Cixi in 1886, and completed in 1890. These paintings - split into four groups - commemorate the Taiping War, the Nian Rebellion, the Muslim Rebellion in Yunnan and Guizhou provinces, and the Muslim Rebellion on the southwest and northwest borders. The military prowess of the Qing government is highlighted and glorified in each of these paintings. Two of these paintings are accessioned in the Mactaggart Art Collection, please see Battle Scene from the Nian Rebellion (2004.19.49).",description
2005.5.255,时期,Qing 19th century,period
2004.19.45,描述,A hanging scroll painting of a boat in water surrounded by reeds.,description
2005.5.69,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.11.11,制作地点,China,place
2005.5.523,标题,Embroidered Yellow Silk Skirt for a Child,title
2004.19.64.2,材质,ink on paper,material
2005.5.592.1.1,对象类型,rank badge,type
2005.5.165,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.29.2.2,制作时间,1566,date
2005.5.127,材质,silk damask; silk tapestry weave,material
2004.19.71.4,创作者,Wang Shimin,artist
2005.5.305,制作地点,China,place
2005.5.290,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.230.1,尺寸,overall: 36.4 cm x 37.2 cm,measurement
2005.5.547,对象类型,rank badge,type
2004.19.30,材质,ink and colour on paper,material
2005.5.76,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.575.1.2,时期,Qing 19th century,period
2005.5.598,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.176,对象类型,robe,type
2010.16.1.8,制作时间,ca. 1790,date
2005.5.410.1,对象类型,chair cover,type
2005.5.557.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.621.5.1,描述,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace.",description
2005.5.291,类别,textiles,category
2009.8.11.2,捐赠来源,Gift of Jean Small,donor
2004.19.3.1,材质,ink; paper,material
2005.5.596.1.2,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.55,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.403.4.2,类别,clothing,category
2004.19.1.1.49,文化,Chinese,culture
2005.5.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.4.2,制作时间,1771,date
2005.5.157,制作地点,China,place
2010.21.2.2,文化,Chinese,culture
2005.5.592,时期,Qing 19th century,period
2005.5.371,文化,Chinese,culture
2004.19.54.2.2,制作时间,1647,date
2005.5.181,标题,Embroidered Blue Silk Robe for a Woman,title
2005.5.603.1,材质,gold wrapped silk thread; linen; peacock feathers; silk; tapestry weave,material
2004.19.71.9,材质,ink on paper,material
2005.5.16,标题,Silk Tapestry Weave Tibetan Chuba Robe for a Man,title
2005.5.383.1,类别,clothing,category
2005.5.258,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.417,文化,Chinese,culture
2005.5.290,制作地点,China,place
2005.5.565,标题,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official,title
2009.8.4,尺寸,overall: 32 cm x 35.3 cm,measurement
2005.5.572,描述,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)  (source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",description
2005.5.468,类别,textiles,category
2005.5.2,材质,blue silk and metal-wrapped thread tapestry weave,material
2010.20.1.4.1,材质,"printed woodblock, thread binding",material
2004.19.38.4,材质,ink and colour on paper,material
2005.5.142,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.384.1,文化,Chinese,culture
2004.19.1.1.28,材质,ink; silk; paper,material
2010.21.5,文化,Chinese,culture
2004.19.3.13,制作地点,China,place
2004.19.63,文化,Chinese,culture
2004.19.1.3,制作地点,China,place
2005.5.636,标题,Silk Canopy made from a Collar,title
2004.19.13,类别,paintings,category
2004.19.68.1.16,类别,prints,category
2004.19.91,对象类型,hanging scroll set,type
2004.19.18,尺寸,sheet: 27.2 cm x 1127.8 cm; image: 26.1 cm x 666.8 cm,measurement
2011.16.1.2,文化,Chinese,culture
2005.5.239.1,制作地点,China,place
2004.19.71.1,时期,Qing 17th century,period
2005.5.167,标题,Embroidered Red Silk Jacket for a Girl,title
2004.19.2.10,类别,albums,category
2005.5.638,材质,dark blue silk satin embroidered with silk and metal-wrapped thread,material
2005.5.65,类别,textiles,category
2005.5.595.1,类别,textiles,category
2005.5.363.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.390,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.594,制作地点,China,place
2005.5.159,对象类型,robe,type
2005.5.592.1,制作地点,China,place
2005.5.421,制作地点,China,place
2004.19.3.18,尺寸,sheet: 35.4 cm x 43.1 cm; image: 22.4 cm x 27.6 cm,measurement
2004.19.78.2,制作地点,China,place
2004.19.1.1.42,文化,Chinese,culture
2004.19.3.19,类别,albums,category
2005.5.595.1.2,制作时间,1862-1874,date
2022.7.1,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts.  This rank badge features a panther, symbolizing a sixth rank military official. The panther is crouching on a rock and surrounded by ruyi-shaped clouds and peonies. The pattern on the badge is embroidered using satin and seed stitches.",description
2005.5.273,类别,textiles,category
2004.19.61,对象类型,hanging scroll,type
2004.19.69.2.2,文化,Chinese,culture
2004.19.2.47,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour painting that is slightly different, stylistically, from other paintings in the album. It depicts a doubled-ended spear with round yellow spheres on each end of the handle before the blade. On the same page is another weapon with a long and pointed blade, decorated with a tiger head between the blade and handle.",description
2004.19.3.10,类别,albums,category
2016.3.1.1.1,材质,silk thread on silk gauze; gold and silver metallic threads; embroidering; couching,material
2015.8.4,制作时间,1900 - 1920,date
2005.5.543.2,时期,Qing 19th-20th centuries,period
2005.5.364.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.374,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.572.1,制作地点,China,place
2005.5.391.2,时期,Qing 17th-18th centuries,period
2005.5.321,文化,Chinese,culture
2005.5.602.1,对象类型,rank badge,type
2005.5.242,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.536.1,对象类型,panel,type
2005.5.466,文化,Chinese,culture
2005.5.87.7,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.395.6,对象类型,fragment,type
2004.19.17,描述,A hanging scroll painting of the moon goddess 'Chang-e' appearing as a young woman.,description
2005.5.324,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.84.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.566.1.1,制作时间,1875-1908,date
2004.19.1.1.49,时期,Qing 18th century,period
2010.20.1.1.5,尺寸,overall: 29.9 cm x 18.5 cm x 0.7 cm,measurement
2004.19.72.10,描述,"This is the tenth leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situby Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia. In this scene, a man looks out of one of  five cottages, which are surrounded by mountains and a lake. There is a waterfall in the distance and a boat docked by the cottages.",description
2005.5.503.2,尺寸,overall: 49.7 cm x 105 cm,measurement
2004.19.11,类别,paintings,category
2004.19.68.1.17,描述,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.33. It is number 8, chronologically, in the set of 16 copperplate engravings",description
2005.5.278.2,尺寸,overall: 209.2 cm x 60.9 cm,measurement
2004.19.2.13,时期,Qing 18th century,period
2005.5.497,时期,Qing 19th century,period
2005.5.375,制作时间,1736-1795,date
2005.5.544.1,对象类型,rank badge,type
2004.19.31.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.64.1,题跋,"The scroll has an inscription of a poem by Fan Chengda (1126-1193) and is signed by Gu Fang.  The scroll is impressed with 4 artist seals.  There are 7 colophons written by the following: Ma Jiatong, Chen Kuilong…												  													The scroll has an inscription of a poem by Fan Chengda (1126-1193) and is signed by Gu Fang.  The scroll is impressed with 4 artist seals.  There are 7 colophons written by the following: Ma Jiatong, Chen Kuilong (1857-1948), Jin Baoquan, Zhang Qiyin, Lin Baoheng, Zhang Yuanji, and Sheng Yanlui.  The scroll is also impressed with 3 collector's seals.												 Read More +",inscription
2005.5.589.1,材质,gold wrapped silk thread; ink; linen; silk; paper; adhesive tape; tapestry weave,material
2005.5.588.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.631.2,对象类型,needle case,type
2004.19.11,材质,ink and colour on silk,material
2005.5.364,制作地点,China,place
2011.16.1.5,类别,costumes,category
2010.20.1.1.3,制作地点,China: Beijing,place
2005.5.587.2,类别,textiles,category
2005.5.413,文化,Chinese,culture
2004.19.2.41,标题,Album Leaf from Illustrations of Chinese Costumes,title
2005.5.115.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.418,材料术语,Tapestry Weave; Brocade											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.244.2,类别,textiles,category
2004.19.48,尺寸,sheet: 54.4 cm x 71.1 cm; image: 35.7 cm x 60.4 cm,measurement
2005.5.535,类别,textiles,category
2005.5.292.2,制作地点,China,place
2004.19.1.1.28,尺寸,sheet: 42.2 cm x 40.8 cm; image: 28.2 cm x 28.3 cm,measurement
2010.20.1.8.1,对象类型,book,type
2005.5.599.1.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.1.1.46,材质,ink; silk; paper,material
2005.5.245.3,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.6.6,创作者,Gao Jin,artist
2004.19.67,时期,Qing 18th-19th centuries,period
2010.16.1.5,对象类型,album leaf,type
2005.5.537.1,文化,Chinese,culture
2005.5.375,尺寸,overall: 141.2 cm x 121.7 cm; neck to hem: 141.2 cm; cuff to cuff: x 121.7 cm,measurement
2004.19.72.11,材质,ink and colour on paper,material
2005.5.238,标题,Two Embroidered Silk Dragon Roundels from a Robe,title
2005.5.492,对象类型,panel,type
2010.20.2.1,文化,Chinese,culture
2009.8.11.2,文化,Chinese,culture
2004.19.2.42,材质,ink; paper,material
2004.19.1.1.29,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.65,描述,A hanging scroll painting of women in a building overlooking a garden.,description
2005.5.215,文化,Chinese,culture
2004.19.72.10,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.376,制作地点,China,place
2010.20.2,制作地点,China,place
2004.19.1.1.28,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of  one folio (attached to 2004.19.1.29) and it contains seven columns of regular script calligraphy describing the regulations of a winter court robe (chaopao), the second style for the empress dowager and empress.  The text on this leaf continues from the attached leaf on the right side.",description
2005.5.284.1,类别,textiles,category
2010.20.1.1.2,对象类型,book,type
2005.5.149,标题,Embroidered Cream Silk Damask Skirt for a Woman,title
2005.5.608,制作地点,China,place
2005.5.403.2.1,时期,Modern 20th century,period
2010.20.1.1.2,制作时间,1771,date
2005.5.230,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.296,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.72.3,类别,albums,category
2005.5.531,对象类型,panel,type
2005.5.18,制作地点,China,place
2005.5.551.1,材质,gold wrapped silk thread; silk; silk brocade; silk floss; embroidery,material
2005.5.76,类别,clothing,category
2005.5.280.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.299,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.16.1.4,创作者,Pan Gongshou,artist
2005.5.174,制作地点,China,place
2005.5.554,描述,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)  (source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",description
2005.5.448.2,材质,gold wrapped silk thread; silk floss; silk satin; embroidery,material
2010.20.1.6.5,制作地点,China: Beijing,place
2005.5.563,文化,Chinese,culture
2005.5.409,制作地点,China,place
2010.20.1.4.6,类别,published works,category
2005.5.595,文化,Chinese,culture
2005.5.226.1,材质,black silk gauze embroidered with silk and metal-wrapped threads,material
2005.5.126,文化,Chinese,culture
2005.5.621.5.2.2,对象类型,box,type
2004.19.1.1.17,题跋,"皇太后 皇后 夏朝袍二圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the second style for the Empress Dowager and Empress."" On the reverse of the piece ""(51)"" is handwritten in…   													皇太后 皇后 夏朝袍二圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the second style for the Empress Dowager and Empress."" On the reverse of the piece ""(51)"" is handwritten in pencil on the upper left corner.  Below it are two markings in black ink.  Read More +",inscription
2005.5.349,标题,Aqua Brocaded Silk Gauze,title
2005.5.565,类别,textiles,category
2005.5.612,时期,Qing 19th century,period
2010.20.1.4,文化,Chinese,culture
2005.5.583,类别,textiles,category
2005.5.267,对象类型,yardage,type
2005.5.390,类别,textiles,category
2010.20.1.5.5,材质,"printed woodblock, thread binding",material
2005.5.278.2,材质,silk; silk satin; silk jacquard; muslin; silk brocade,material
2004.19.1.1.24,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2005.5.426,材质,cotton; wool; silk noil,material
2005.5.69.2,标题,One Sleeve Band of a Pair of Embroidered Silk Sleeve Bands,title
2004.19.1.1.2,对象类型,album leaf,type
2005.5.209,文化,Chinese,culture
2005.5.384.2,材质,cotton; ink; silk; silk floss; muslin; embroidery; adhesive; cardboard,material
2005.5.280.2,制作地点,China,place
2004.19.72.2,对象类型,album leaf,type
2004.19.2.3,文化,Chinese,culture
2010.20.1.6.2,对象类型,book,type
2005.5.236,标题,Embroidered Brown Silk Fragment with Seed Pearls,title
2005.5.628,标题,Yellow Silk Damask Jacket for a Woman,title
2005.5.381.2,制作地点,China,place
2005.5.68,尺寸,overall: 63 cm x 31.5 cm,measurement
2005.5.555.1,标题,Front Panel of a Rank Badge for a Sixth Rank Civil Official,title
2004.19.1.1.46,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2004.19.2.25,材质,ink; paper,material
2005.5.556,制作地点,China,place
2005.5.597,制作地点,China,place
2005.5.524,类别,clothing,category
2004.19.15.2.2,文化,Chinese,culture
2005.5.566,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.68.1.29,标题,The Battle of Yesil-kor-nor,title
2005.5.64,文化,Chinese,culture
2005.5.479,类别,clothing,category
2004.19.2.17,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.561,制作时间,1862-1874,date
2004.19.71.10,文化,Chinese,culture
2005.5.552,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.343.2,文化,Chinese,culture
2005.5.620,材质,gold wrapped silk thread; silk; silk floss; silk satin; silver wrapped silk thread; embroidery,material
2005.5.204,类别,clothing,category
2004.19.38,材质,ink and colour on paper,material
2005.5.596.1,制作时间,1821-1850,date
2005.5.266,尺寸,overall: 132.2 cm x 179.8 cm; neck to hem: 132.2 cm; cuff to cuff: x 179.8 cm,measurement
2005.5.635,对象类型,jacket,type
2004.19.48,类别,paintings,category
2005.5.580.1.1,类别,textiles,category
2005.5.457,对象类型,cushion,type
2005.5.432,尺寸,overall: 71 cm x 204.3 cm,measurement
2010.21.5.2,尺寸,overall: 166.6 cm x 53.8 cm x 3 cm,measurement
2004.19.1.1.61,制作时间,ca. 1759,date
2005.5.560.2,制作地点,China,place
2022.7.1,类别,textiles,category
2005.5.584.1,时期,Qing 19th century,period
2004.19.91.1,时期,Modern 20th century,period
2005.5.286,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.38.9,材质,ink and colour on paper,material
2005.5.637,类别,clothing,category
2004.19.44,对象类型,hanging scroll,type
2010.20.1.6,对象类型,book,type
2010.16.1.8,创作者,Pan Gongshou,artist
2005.5.300,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.566,制作地点,China,place
2005.5.632.2,材质,silk; silk cord; lacquer; glass,material
2005.5.627,对象类型,jacket,type
2005.5.410.2,文化,Chinese,culture
2004.19.38.8,描述,"This album leaf is one of thirteen inscriptions in Ren Yi’s Album of Figures, featuring a four-line poem with seven characters per line. The poem was written in cursive script by Taixi (1899–1989) and later attached to Ren Yi’s paintings. The text is associated with the imagery on the album leaf attached beneath it (2004.19.38.9).",description
2005.5.416,对象类型,peacock feather and holder,type
2005.5.401,标题,Embroidered Silk Formal Court Robe,title
2005.5.152,制作地点,China,place
2005.5.641,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.587.1.2,文化,Chinese,culture
2004.19.1.1.14,材质,ink; silk; paper,material
2005.5.88.8,标题,Embroidered Silk Fan Case,title
2005.5.153.1,对象类型,leggings,type
2005.5.543.2,标题,Back Panel of a Rank Badge,title
2005.5.603.1,制作地点,China,place
2005.5.571.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.464,类别,clothing,category
2005.5.571,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.68.1.18,对象类型,print,type
2005.5.87,文化,Chinese,culture
2004.19.49,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.2.43,材质,ink; paper,material
2004.19.1.1.58,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.59) depicting one side of a formal court crown.  There is a paper label attached at the bottom centre that describes the arrangement of pearls.",description
2005.5.506.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.288.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.115.1,时期,Qing 19th-20th centuries,period
2004.19.1,题跋,"Chinese calligraphy in black ink on each page identifies the user and the objects' function. Rules and regulations pertaining to its design and materials used in fabrication are written on the left-hand side leaf or…												  													Chinese calligraphy in black ink on each page identifies the user and the objects' function. Rules and regulations pertaining to its design and materials used in fabrication are written on the left-hand side leaf or on a seperate album leaf next to the relevant paintings. Two leaves bear a small oval seal of the Summer Palace in Peking, another bears a small oval seal inscribed 'Treasure examined by Qianlong'. It is also inscribed by Sir Thomas Phillips HMC in pencil and labeled 18054. The storage box is inscribed with a gilt label.												 Read More +",inscription
2005.5.448.2,制作地点,China,place
2005.5.395.1,尺寸,overall: 131 cm x 137.4 cm,measurement
2005.5.88.5,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.539,标题,Embroidered Silk Vest for a Women,title
2005.5.618,类别,textiles,category
2009.8.2,制作地点,China,place
2005.5.560.1.2,文化,Chinese,culture
2005.5.561,文化,Chinese,culture
2005.5.564,文化,Chinese,culture
2005.5.391.1,标题,Framed Silk Tapestry Weave Panel,title
2010.16.1.6,制作时间,ca. 1790,date
2005.5.506.2,描述,"A silk tapestry weave sleeve band that has been attached to a thick brocade border and lining, possibly to recreate it into a decorative object. This sleeve band mirrors the scene of its partner, which depicts five children - all boys - playing in a garden amongst peonies, peaches, trees, and rocks. The children are dressed in garments that were popular for youth in the Qing Dynasty (1644-1911). A boy near the top of the band holds a conch shell, which is an auspicious Buddhist symbol. Although this band is woven in kesi, details have been added with painted ink, including colour gradients in the flowers and children's clothing. Sleeve bands are the wide decorated cuffs attached to women's robes and jackets, often made and sold separately from the rest of the garment. They became important commercial objects in the Qing Dynasty as they are modular accessories that could be purchased in a market and attached to the garment at home.",description
2005.5.87.6,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.293.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.1.1.17,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.16) depicting the front of a formal court robe. The Chinese script describes the pictorial content of the painting and is translated as  ""illustration of summer court robe chaopao, the second style for the Empress Dowager and Empress."" This painting is nearly identical to another leaf found in the album, 2004.19.1.1.15.",description
2004.19.2.33,类别,albums,category
2005.5.92,对象类型,robe,type
2022.7.2,制作时间,1821 - 1850,date
2005.5.280,对象类型,yardage,type
2005.5.177,材质,blue silk satin embroidered with silk and metal-wrapped threads,material
2005.5.87,材质,silk satin; embroidery,material
2004.19.79,标题,Rocks and Stream in Bamboo Grove,title
2004.19.2.21,尺寸,sheet: 17.2 cm x 28 cm; image: 10.8 cm x 16.8 cm,measurement
2010.20.1.4.6,尺寸,overall: 29.8 cm x 20.5 cm,measurement
2004.19.49,制作地点,China,place
2004.19.29,标题,Monk Meditating in Woods Handscroll with Storage Box,title
2005.5.145.1,尺寸,overall: 198 cm x 177.5 cm,measurement
2005.5.566.1.1,对象类型,rank badge,type
2005.5.506.2,制作地点,China,place
2005.5.326,尺寸,overall: 135.5 cm x 215.6 cm; neck to hem: 135.5 cm; cuff to cuff: x 215.6 cm,measurement
2005.5.600,对象类型,rank badge,type
2005.5.610,材质,gold wrapped silk thread; silk floss; silk gauze; embroidery; paper,material
2005.5.581,描述,"Qing Period (1644-1911), Seventh Rank Civil Official (Mandarin Duck)  (source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",description
2004.19.69.2.1,文化,Chinese,culture
2010.20.2.2,描述,"One imprint of the Jieziyuan huazhuan [Mustard Seed Garden Painting Manual], illustrated by Wang Gai. 5 vols, chapter 2. Woodblock printed, thread binding. Later 19th century imprint of original 1679 edition on landscape published by Li Yü in Nanjing.",description
2005.5.526,标题,Embroidered Cream Silk Skirt for a Woman,title
2009.8.3,捐赠来源,Gift of Jean Small,donor
2005.5.296,制作地点,China,place
2005.5.621.3,文化,Chinese,culture
2005.5.394,文化,Chinese,culture
2005.5.311,尺寸,overall: 99.7 cm x 109.2 cm,measurement
2005.5.501,材质,silk; silk brocade; embroidery,material
2005.5.343.1,标题,Embroidered Gauze Silk Collar with Brocade Edging,title
2004.19.11.10,制作地点,China,place
2005.5.77,制作时间,ca. 1900,date
2005.5.555.1,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts.  This rank badge features an egret, representing a sixth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird was seen on rank badges. The egret in this badge is surrounded by ruyi-shaped clouds, with its wings outstretched and its gaze fixed on the sun disk in the upper left corner. This badge is woven in tapestry, with a ground made from metallic thread. Coloured ink was used to depict details in the bird’s body.",description
2005.5.185,制作时间,ca. 1900,date
2005.5.105,尺寸,overall: 143.5 cm x 200.4 cm; neck to hem: 143.5 cm; cuff to cuff: x 200.4 cm,measurement
2005.5.530,对象类型,hanging,type
2004.19.9,时期,Qing 17th-18th centuries,period
2005.5.118,标题,Embroidered Terracotta Silk Wedding Hanging,title
2005.5.395.6,尺寸,overall: 33.2 cm x 31.1 cm,measurement
2005.5.334,文化,Chinese,culture
2005.5.229,材质,silk tapestry weave,material
2005.5.530,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.593.2,标题,Back Panel of a Rank Badge for a Fourth Rank Military Official,title
2004.19.1.1.51,制作时间,ca. 1759,date
2005.5.631,制作地点,China,place
2005.5.139,材质,"red silk damask embroidered with metal-wrapped threads and silk, edged with blue silk satin",material
